Name,Price,Depreciation,Reg_Date,Total_Days_COE,M_Date,Mileage ,Transmission,Engine_Cap,Road_Tax,Power,CurbWeight,features,accessories,description,coe,omv,arf,deregValue,noOfOwners,typeOfVeh,category,availability
Mercedes-Benz E-Class E200,74800,14370,30-Apr-12,1450,2011,"108,000 km ",Auto,1796,974,135.0 kW (181 bhp) View specs of the Mercedes-Benz E-Class Saloon (2009-2013),1615,"Powerful, Smooth And Responsive 1.8L Turbo Charged CGI Engine, Keyless Entry/Start, ABS, EPS, Cruise Control, Fog Lamps.","Beautiful Interior. Factory Fitted Audio, Reverse Sensors/Camera, Retractable Mirrors, Memory Seats, Bluetooth, Sports Rims, Electric Auto Tailgate.",Lowest Depreciation! Negotiable! Popular Mercedes Sedan Equipped With A Refined And Powerful 1.8L Turbo Engine Giving You A Powerful Daily Drive! Call Us For A Viewing And Test Drive Appointment At Our Showroom Today.,91000,52532,52532,64886,1,Luxury Sedan,"PARF Car, Consignment Car",TRUE
Mercedes-Benz E-Class E250 CGI Estate Avantgarde,163888,18140,12-Jan-16,2841,2013,"9,869 km ",Auto,1991,1202,155.0 kW (207 bhp) View specs of the Mercedes-Benz E-Class Estate (2013-2016),1785,"Powerful 2.0L 4 Cylinder Inline Turbocharged Engine With 207Bhp. 7G-Tronic Plus Auto Transmission, LED Headlights, LED DRL, Keyless Entry/Start.","Original Factory Fitted Audio AUX/USB, Bluetooth, AMG Sports Rims, Reverse Camera, Navigation, Driver/Passenger Memory Seats, Rear Blind, Park Assist.","$1388 Driveway (Lowest Depreciation! Lowest Mileage!) High ARF! High In House Loan Available, Free Premium Warranty Plus Servicing For An Added Peace Of Mind! High Trade In Are Welcome! No Repairs Needed! View To Believe It.",58190,54877,70779,94311,2,Stationwagon,"PARF Car, Premium Ad Car, STA Evaluated Car, Low Mileage Car",TRUE
BMW M Series M3 Coupe,118900,25800,23-Dec-11,1423,2011,"87,000 km ",Auto,3999,3948,309.0 kW (414 bhp) View specs of the BMW M Series M3 Coupe (2010-2013),1600,German Engineered 4L Natural Aspirated V8 Delivering 414bhp And 400Nm Of Torque Mated To 7-Speed DCT Gearbox. 0-100km/h In 4.6s. Max Speed Of 280km/h.,"Electronic Memory Seats. GPS, Multi-Function Steering Wheel. Harmon Kardon Audio. Competition Spec. Comes W Original Exhaust.","$2215 Per Mth Only! $25k Down Payment. Rare 2 Units In SG, Melbourne Red Original From Factory, Not Resprayed. Munich Unit With Full Service Records. Accident Free. Competition Package Edition. 1st Owner Was Munich. WhatsApp For Viewing Arrangements. Optional Warranty Available. Rare Unrapped Unit.",75889,81563,81563,75991,2,Sports Car,"PARF Car, Consignment Car",TRUE
Nissan Sylphy 1.5A,25800,9090,11-Oct-10,618,2010,"96,500 km ",Auto,1498,684,80.0 kW (107 bhp) View specs of the Nissan Sylphy (2007-2012),1175,"Fuel Efficient 4 Cylinders Inline DOHC Engine, Auto Transmission, ABS, SRS Airbags, Keyless System, Immobilizer, Retractable Side Mirrors.","Leather Seats. Reverse Sensors, Original Fitted Player, Keyless Entry. Factory Fitted Interior.","Lowest Depreciation In The Market! Clean And Well Maintained, Elegant Paint With No Scratches! Original Paintwork, Interior Is Great Too! Great Fuel Efficient Engine That Gives You An Average Of 11.5Km/L! Flexible Loan And Trade In Are Available. Call Now To View And Test Drive.",33132,18383,18383,16165,3,Mid-Sized Sedan,PARF Car,TRUE
Toyota Camry 2.5A,88800,9810,26-Apr-16,2743,2016,"64,000 km ",Auto,2494,1792,133.0 kW (178 bhp) View specs of the Toyota Camry (2012-2015),1475,"Powerful 2.5L 4 Cylinders Inline 16 Valve DOHC Dual VVTi Engine, 178Bhp, 6 Speed Super ECT, Multi Function Steering Wheel, Keyless Start And Entry.","Leather Seats, Sports Rims, Retractable Side Mirrors, Cruise Control, Reverse Camera/Sensors, GPS Navigation And Ventilated Front Seats.",Full Agent Serviced. Under Warranty. Excellent Condition! Buy With A Peace Of Mind From Award Accredited Company! Attractive Loan Package Interest From 2.78% And Competitive Trade In Price! Call Now To Find Out More!,49602,29296,33015,61317,1,Luxury Sedan,"PARF Car, Premium Ad Car, STA Evaluated Car",TRUE
BMW 3 Series 320i,32000,10530,15-Jan-10,707,2009,"59,880 km ",Auto,1995,1208,115.0 kW (154 bhp) View specs of the BMW 3 Series Sedan (2005-2012),1390,"Powerful & Responsive 2.0L Inline 4 Engine 6 Speed Auto With Steptronic Transmission, ABS, SRS, Airbags, DTC, Etc.","Full Factory Fitted Accessories, Fully Leather With Electrical And Memory Seat GPS, Etc.","Very Well Maintain And Low Mileage Done By Only Owner, Nice Reg Nos, View To Appreciate, Accident Free, No Repair Needed, High Trade In And Loan Available, Hurry.",18509,41104,41104,24620,1,Luxury Sedan,"PARF Car, Low Mileage Car",TRUE
BMW 3 Series 318i (COE till 10/2023),41800,8560,27-May-09,1772,2009,"122,397 km ",Auto,1995,1208,100.0 kW (134 bhp) View specs of the BMW 3 Series Sedan (2005-2012),1390,"2.0L Inline 4 Producing 134Bhp, 12.6Km/L Fuel Consumption, 6 Speed Auto Transmission With Manual Select, 8 x Airbags, Cruise Control. ABS.","Sports Rims, 2 x Electric Seats, Original Factory Fitted Audio System, Auto Headlights And Wipers, Fog Lamps.",Drive With Assurance! 1 Year Warranty! All Our Pre-Owned Cars Are Selling At The Most Reasonable Price With A Peace Of Mind! STA/VICOM/AA/IDAC Evaluation Arrangeble! Down Payment $2.9k Easy Approval Best Offer Assured! $38.9k Monthly Installment $734 View To Appreciate! Door Step Viewing Available Daily From 8A.M. To 8P.M. Call Today.,16140,33688,33688,15769,3,Luxury Sedan,COE Car,TRUE
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi,81800,10030,31-May-16,2842,2015,"53,412 km ",Auto,1560,1244,88.0 kW (118 bhp) View specs of the Citroen Grand C4 Picasso Diesel (2014-2017),1359,"118 Bhp Turbocharged Engine, 300Nm Torque, 6 Speed Gearbox, 0-100Km/H In 11.5 Sec, LED DRL, Gearshift Paddles, Cruise Control, Navigation, Bluetooth.","16"" Rims, Keyless Lock/Start, Dual Climatic Aircon With 2nd And 3rd Row Aircon, Reverse Camera, Panoramic Moonroof, Electric Tailgate.","Low Down Payment. Low Interest Rate. Maintained And Warranty By Cycle And Carriage Valid Till 30 May 2021. Just Replaced Battery. Balloon Scheme, In-House Financing Options Available. Buy With A Peace Of Mind. 1 Owner. 100% Genuine Mileage. Well Maintained. No Chassis/ Structural Damage. Immaculate Condition. All Trade In Welcome.",47889,26290,13806,46107,1,MPV,"PARF Car, Premium Ad Car, STA Evaluated Car",TRUE
Honda Vezel 1.5A X,64000,7950,24-May-16,2895,2015,"32,100 km ",Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"Spacious SUV Powered By 1.5 Litre DOHC I-VTEC Engine Producing 128 Bhp, 155Nm. Fuel Consumption 20Km/L.","Smart Key, Keyless Entry/Start Button. Electric Park Brake.","$2600 Drive Away! No Gimmicks! Spacious And Fuel Economical SUV, You Don't Wanna Miss! Sporty Red And Rare Color To Be Seen On A Vezel. Call Us For Viewing Appointment Now!",47300,19583,9583,42410,2,SUV,"PARF Car, Premium Ad Car",TRUE
Volkswagen Jetta 1.4A TSI,27300,7200,26-Apr-11,1016,2010,"93,368 km ",Auto,1390,620,90.0 kW (120 bhp) View specs of the Volkswagen Golf GTI (2003-2009),1329,Original Condition.,Factory Fitted Interior.,Road Tax Till 25 Apr 2019. 100% Accident Free. Original Paintwork. Geninue Low Mileage. STA/VICOM Inspection Welcome. No Repairs Needed. Flexible Bank And In House High Loan Available At Low Interest Rate. 6 Months Certified Pre Owned Car Warranty Will Be Provided. Trade In Welcome. Kindly Contact Our Sales Advisor For Viewing.,44000,20527,20527,22732,2,Mid-Sized Sedan,PARF Car,TRUE
BMW 7 Series 730Li Sunroof,105800,16360,27-Feb-13,1779,2012,"124,572 km ",Auto,2996,2382,190.0 kW (254 bhp) View specs of the BMW 7 Series (2012-2015),1790,"258 Bhp 6 Cylinder Engine, 310Nm Torque, 6 Speed Gearbox, 0 To 100Km/H In 7.5s, RWD, Keyless Entry/Start, Suction Doors, Navigation, Bluetooth, HUD.","20"" Rims, Contactless Boot Opening, Front Electric Seats, Reverse And Side Cameras, 4 Zone Climatic Aircon, Digital Info Display, Electric Rear Blinds","Low Down Payment. Low Interest Rate. 1 Year Warranty. Balloon Scheme, In-House Financing Options Available. Buy With A Peace Of Mind. 100% Genuine Mileage. No Chassis/Structural Damage. Immaculate Condition. All Trade In Welcome.",92667,73945,73945,90758,2,Luxury Sedan,"PARF Car, Premium Ad Car, STA Evaluated Car",TRUE
Mazda 5 2.0A Sunroof,65800,9750,20-Jan-15,2497,2014,"51,890 km ",Auto,1998,1210,111.0 kW (148 bhp) View specs of the Mazda 5 (2012-2018),1535,"2.0L DOHC SKYACTIV-G Engine, 6 Speed Auto Transmission, Electric Sunroof, Dual Power Sliding Doors, Multi Function Steering Control, ABS With EBD.","Sports Rims, Pioneer Touchscreen Audio System, Reverse Camera, Electrical Retractable Side Mirrors With Indicator, Upholstery Leather Seats.","Low Interest From 1.98% For Limited Period, In House Loan Available.1 Owner Only! Super Well Maintained/Tip Top Condition With Sunroof. Extended Warranty Provided, Buy It From Us With A Peace Of Mind, A Company Accredited With Outstanding Awards, Professional After Sales Service Assured. Be First To View It In Pristine Condition At Our Showroom Now!",73990,17542,12542,54591,1,MPV,PARF Car,TRUE
Proton Exora 1.6A M-Line,22800,8600,12-Oct-10,646,2010,"110,000 km ",Auto,1597,742,93.0 kW (124 bhp) View specs of the Proton Exora (2009-2015),1422,"1.6L DOHC 16V Campro CPS Engine, Automatic Transmission, ABS, EBD, SRS Airbags, Rear Aircon, Knockdown Rear Seats.","Sports Rims, Leather Seats, DVD Audio System, Side Mirror Indicator, Reverse Sensor/Camera, Solar Film, Remote Key Alarm, Fog Lamps, Huge Legroom.","100% Loan Approval With Low Interest Rate! New Stock, New Paintwork Done, Depreciation At $8K Plus Only, Installment At $700 To $800 Monthly Only. High PARF At $7,100. One Of The Most Affordable MPV In Singapore. Well Maintained By Female Owner, Regularly Service At Workshop. Call Us For A Discussion Now, No Gimmicks!",32653,14138,14138,13752,2,MPV,PARF Car,TRUE
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,208000,18880,29-Mar-18,3390,2017,"15,000 km",Auto,1991,1202,155.0 kW (207 bhp) View specs of the Mercedes-Benz GLC250,1785,"211Bhp Turbocharged Engine, 350Nm Torque, 9 Speed Gearbox, Gearshift Paddles, Cruise Control, Bluetooth Enabled, Front Memory Seat.","19"" Rims, AMG Line, Keyless Entry/Start, Auto LED Headlamps With DRL, Auto Tailgate. Reverse Camera, Front And Rear Sensors, Rear Aircon.","More Then 30K Saving For The Same Car Like New! C&C Agent Warranty With First Servicing Just Done! Top Of The Range AMG Line Model! 100% Untouched! 100% Accident Free! Former ""Towkay"" Owner Third Car Selling Due To Upgrading To GLC43, Great Bargain For The Next Owner! A Non Consignment & Genuine Agent Unit, And Only 2 Most Appropriate Words To Describe This Car Is, ""Like New"", Come See It Now!",45289,51621,64918,90789,1,SUV,"PARF Car, Almost New Car",TRUE
Honda Vezel 1.5A X,100000,12860,6-May-16,2697,2015,"38,888 km ",Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"Powerful And Responsive 4 Cylinder Inline DOHC I-VTEC, SRS Airbags, ABS, Cruise Control, Traction Control, Keyless Engine Push Start Button.","Pioneer DVD Player With Reverse Camera, Bluetooth, Auto Dim Rear Mirror, Auto Retractable Side Mirrors, Fog Lamps.","Don't Miss It! 1 Owner Only! Full Service Records! Vezel Sports Bodykit With 18"" Sport Rims And Michelin Tyres! 100% Loan Availiable At Low Interest Rates! Special Offer With The Finance With Guaranteed 100% Loan Approval. Free 1 Year Warranty, Free Servicing, Free Polishing. Highest Trade In For Your Used Car. Hurry Buy Now Before The Offer Ends. Call Now To View!",47889,19721,9721,42715,1,SUV,PARF Car,TRUE
Audi Q7 3.0A TFSI Quattro,75800,18960,20-Jan-11,766,2010,"119,932 km ",Auto,2995,2380,200.0 kW (268 bhp) View specs of the Audi Q7 (2006-2015),2325,"3.0L TFSI V6 Engine, 268 BHP, 8 Speed Tiptronic Transmission, Quattro All Wheel Drive, Audi Drive Select, Cruise Control, LED Lights.","Factory Fitted Sound System, Electric Memory Leather Seats, Sport Rims, Bluetooth, SD Card And USB, Auto Tailgate,Park Assist, LED Auto Xenon Headlamp","$7k Down Payment, Monthly For $1.8k Limited Period Only! Other Loan Packages From Bank/In House/Balloon Scheme Available With Most Attractive And 100% Fast Approval Rates! Sporty, Powerful And Comfortable Family 7 Seaters SUV Selling At Lowest Depreciation! Low Mileage Done! 100% Accident Free! All Trade In Are Welcome! Hurry Up And Call Us Now!",76102,71819,71819,59104,3,SUV,"PARF Car, Premium Ad Car",TRUE
Jaguar XJ 5.0A,108000,20300,3-Jan-12,1115,2011,"42,500 km ",Auto,5000,5514,283.0 kW (379 bhp) View specs of the Jaguar XJ (2010),1969,"5.0L V8 Engine, ABS And Driveline Traction Control, Remote Keyless Entry/Start, Paddle Shift, Blind Spot Mirrors, Auto Headlights/Mirrors, RWD.",Factory Fitted Interior.,"Low Mileage And In Pristine Condition! A Luxurious Sedan With Lots Of Power To Spare! Consignment Unit, High Loan Assists And Trade In Are Available. Make An Appointment To View This Beast!",72350,91872,91872,81838,2,Luxury Sedan,"PARF Car, Consignment Car, Low Mileage Car",TRUE
BMW 2 Series 216d Gran Tourer,99800,12460,11-Dec-15,2547,2015,"31,456 km ",Auto,1496,1182,85.0 kW (113 bhp) View specs of the BMW 2 Series Gran Tourer Diesel (2015-2017),1480,"BMW Twin Power Turbo Engine With 116bhp, 270Nm Of Torque. 0-100Km/H In 10.9s, Front Wheel Drive, 6 Speed Transmission, 17"" Sport Rims.","IDrive With GPS, Bluetooth, Electric Front Seats, Boot Release Open/Close, Reverse Camera, 7 Seats With Adjustable Centre Seats.","4 Brand New Tyres. $2,000 Republic Auto Warranty Workshop Credits Only! PML Unit,Well Maintained By 1 Owner Only, Low Mileage Done. Call Or SMS Handphone Below For Viewing.",56989,30843,25181,58762,1,MPV,PARF Car,TRUE
Mitsubishi Lancer EX 1.5A GLS (COE till 04/2023),26888,6250,3-Apr-08,1570,2007,"109,000 km ",Auto,1499,684,80.0 kW (107 bhp) View specs of the Mitsubishi Lancer EX (2008-2017),1313,"Powerful And Fuel Efficient 1.5L DOHC MIVEC Engine, Smooth 4 Speed Auto Trans, Dual SRS Airbags, Climatic AC, Auto Headlights, Keyless Entry/Start.","Leather Seats, Sports Rims, Factory Fitted Audio With Steering Controls, Solar Film, Log Lights, Reverse Sensors.","Free 1 Servicing Upon Purchase! 1 Year Warranty Engine And Gearbox! 100% Loan Approval! Bank And In House Loan Available! Low Down Payment Available! No Gimmicks! Trade In Welcome! Priced Lowest In The Market Yet Comes With Accessories! Well Maintained, Excellent Condition! Don't Miss It, View To Believe! Contact Us Now To Book A Pleasurable Test Drive And Enjoy Special Offer From Us!",19328,17133,17133,16638,2,Mid-Sized Sedan,COE Car,TRUE
Mercedes-Benz B-Class B180 Style,73800,10860,16-Dec-14,2192,2014,"90,000 km ",Auto,1595,740,90.0 kW (120 bhp) View specs of the Mercedes-Benz B-Class (2012),1425,1.6L Inline 4 Cylinders Turbocharged Engine. 120BHP. 7G-DCT Auto Transmission. Multi Function Steering. Knockdown Rear Seats.,Factory Fitted Audio System/Bluetooth. Reverse Camera. Dual Electric Leather Seats. Multi-Function Display. LED Headlights And DRL.,"STA Evaluated Accident-Free! Perfect Condition! Fully Serviced And Maintained By C&C, Own With A Peace Of Mind, Finance And Trade In Welcomed. Hurry View The Car Now, For More Info. Call Or Sms.",63990,25004,17006,51219,1,Hatchback,PARF Car,TRUE
Volkswagen Golf 1.4A TSI,37800,8660,6-Jan-12,1118,2011,"79,000 km ",Auto,1390,620,90.0 kW (120 bhp) View specs of the Volkswagen Golf GTI (2003-2009),1241,"Powerful 1.4L TSI Turbo Charged Engine, 7 Speed DSG Auto Transmission, ABS, SRS Airbags, Multi Functional Steering Wheel, Factory Fitted Audio.","Original Sports Rims, Leather Seats, Multi-Zone Aircon With Rear Vent, Rear Knockdown Seats, Paddle Shifters, Auto Headlights.",STA Evaluated Accident-Free! Perfect Condition! Well Maintained Unit By Previous Owner! Low Mileage. 100% Genuine Mileage. All Trade In Welcome. Our Flexible In House Financing Options. View Today!,56112,22520,22520,31841,2,Hatchback,PARF Car,TRUE
Mitsubishi Outlander 2.4A Sunroof,75800,10610,31-Mar-15,2297,2015,"57,000 km ",Auto,2360,1636,123.0 kW (164 bhp) View specs of the Mitsubishi Outlander (2014-2015),1520,"2.4L MIVEC Engine, 6 Speed CVT Gearbox, Paddle Shifters, 4WD, Reverse Camera/Sensors, Auto Headlights/Wipers, ABS, SRS Airbags, Power Tailgate.","Leather Seats, Sports Rims, Audio System, Keyless Start, LED DRL, Reverse Camera And Sensors, Built In Navigation System, 4 Wheels Drive.","Done 59000km Only, Fully C&C Maintain, Spacious And Stylish, Smooth And Comfort Handling, Up To 90% Loan! Flexible Repayment With In House Financing. Our Vehicle Inspected By Professional Team For Highest Quality. Owning A Car Is So Much Easier With Us. View To Believe.",76790,17946,17946,61827,1,SUV,"PARF Car, Premium Ad Car",TRUE
Mazda 3 1.5A Deluxe,60000,7500,29-Jan-16,2600,2015,"74,000 km ",Auto,1496,682,88.0 kW (118 bhp) View specs of the Mazda 3 Sedan (2014),1321,"1.5L DOHC SkyActiv-G Technology, Smooth 6 Speed Auto Transmission, Keyless Start/Entry, Fuel Efficient (6.3L/100KM), Mazda's Signature Red.","Sunroof, Leather Seats, Factory Fitted Audio System With GPS, Windows Sunshade, PPS Coating.","1st Owner, Direct Sale. Servicing By AD With 2 Years Warranty Remaining. Price Negotiable. Viewing Location And Timing Can Be Discussed And Rearranged.",51000,18044,13044,46154,1,Mid-Sized Sedan,"PARF Car, Direct Owner Sale",TRUE
Honda Vezel 1.5A X Honda Sensing,84500,8240,14-Jun-18,3465,2017,12 km,Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"1.5 I-VTEC Electric Dream Engine, 8 SRS Airbags, ABS, Sensing Technology, Electric Parking Brake, New Age Digital Aircon, Fog Lamps.","16"" Rims, Auto Dim Rear Mirrors, Lane Departure Alert, Auto Retractable Side Mirrors, Solar Film, DVD Player, Reverse Camera.","Brand New Condition, 3 Year Hitachi Warranty, Downpayment 10%.",39000,21729,12421,46392,1,SUV,"PARF Car, Almost New Car, Low Mileage Car",TRUE
Volkswagen Scirocco GP 1.4A TSI,67000,8440,15-Jul-15,2401,2015,"45,600 km ",Auto,1390,620,90.0 kW (120 bhp) View specs of the Volkswagen Scirocco (2009-2017),1245,"1.4L 4 Cylinders Inline Turbocharged Engine Producing 120Bhp, 7 Speed DSG AutoTransmission, ABS, SRS Airbags, Traction Control, Auto Head Lights.","18'' Sports Rims, DVD/Bluetooth Audio Sound System, 2 Tone Leather Seats, Rear Aircon, Auto Electric Folding Mirrors, Knockdown Rear Seat, Fog Lights",Sleek Black Roc GP Variant Up For Sale! Exceptional Upkeep. Well Maintained And Regularly Serviced With Agent From Day 1. Records Available. Easy 80 % Loan Available. Trade-In Welcome. Call Us For A Viewing Appointment Today!,58700,21987,22782,55764,2,Sports Car,"PARF Car, Premium Ad Car",TRUE
Toyota Vios 1.5A E,29800,9470,27-Jun-11,923,2011,"62,000 km ",Auto,1497,684,80.0 kW (107 bhp) View specs of the Toyota Vios (2007-2013),1095,"Powerful And Fuel Efficient 1.5L 4 Cylinders Inline 1 Valve VVT-i, 4 Speed Auto Transmission, Retractable Mirrors With Indicator, Dual SRS Airbags.","Leather Seats, Sports Rims, Toyota Audio Player System, Front Camera, Reverse Sensors, Remote Alarm, Fog Lamp.","1 Owner, Low Mileage, Very Well Kept, Regularly Serviced And Maintained With Proper Service History Record, Accident Free, Tip Top Condition, Original And Beautiful Paintwork, Please Call/SMS For Viewing!",40123,11539,11539,17103,1,Mid-Sized Sedan,"PARF Car, Direct Owner Sale, Low Mileage Car",TRUE
